society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,pooja room,store room,study room,others,furniture_labels,luxury_score,latitude,longitude
parsvnath exotica,flat,sector 53,5.0,17241.0,3,4,3,6.0,old property,3222.0,1,0,0,0,0,2,16,28.4433,77.0948
emaar mgf palm terraces,flat,sector 66,4.5,10599.0,5,5,3+,4.0,new property,3321.0,1,0,0,0,0,0,74,28.3925,77.0541
ss the leaf,flat,sector 85,1.15,11966.0,2,2,3,2.0,relatively new,1263.0,0,1,0,0,0,0,92,28.4042,76.9513
ats triumph,flat,sector 104,2.0,8733.0,3,4,3+,6.0,relatively new,2072.0,1,0,0,0,0,0,45,28.4788,76.996
ild grand,flat,sector 37c,0.66,5038.0,2,2,3+,8.0,relatively new,1310.0,0,0,0,0,0,0,60,28.4515,76.9882
unitech uniworld resorts,house,sector 33,9.5,19333.0,6,6,3+,3.0,moderately new,4914.0,0,0,0,0,0,2,35,28.442,77.0207
unitech espace,house,sector 50,7.45,34491.0,4,4,3,3.0,old property,4500.0,1,0,0,0,0,2,42,28.4178,77.0628
vatika signature villas,house,sector 82,5.0,15432.0,4,4,3+,3.0,relatively new,3240.0,1,1,1,0,0,0,15,28.3935,76.96
m3m golf hills,flat,sector 79,1.45,10211.0,2,2,3,4.0,relatively new,1578.0,0,0,0,0,0,0,60,28.3624,76.9787
independent,house,sector 43,2.5,2884.0,7,7,3,4.0,relatively new,963.0,0,0,0,0,1,2,15,28.4629,77.0772
independent,house,sector 24,1.45,2984.0,3,3,1,2.0,old property,540.0,0,0,0,0,0,0,0,28.4939,77.1038
m3m heights,flat,sector 65,2.1,16653.0,2,2,3,6.0,new property,1015.0,0,0,0,0,0,0,23,28.403,77.069
rof aalayas,flat,sector 102,0.45,8404.0,2,2,1,6.0,relatively new,568.0,0,0,0,0,0,1,35,28.475,76.9715
ss the leaf,flat,sector 85,2.15,10924.0,4,5,3+,12.0,relatively new,2366.0,1,0,0,0,0,0,127,28.4042,76.9513
smart world orchard,flat,sector 61,1.57,13652.0,2,2,2,2.0,new property,1150.0,0,0,0,1,1,0,45,28.405,77.0963
godrej meridien,house,sector 106,5.6,14000.0,5,4,3+,33.0,new property,4000.0,1,1,1,1,0,0,122,28.5007,77.0003
vatika gurgaon,flat,sector 83,0.85,8947.0,2,2,2,2.0,moderately new,1100.0,0,1,0,0,0,2,97,28.3986,76.9647
signature global solera,flat,sector 107,0.51,7906.0,3,2,2,4.0,relatively new,717.0,0,0,0,0,1,0,15,28.5052,76.9729
m3m heights,flat,sector 65,1.9,15000.0,2,2,3,6.0,under construction,1141.0,0,0,0,0,0,0,46,28.403,77.069
dlf the primus,flat,sector 82a,1.59,10338.0,3,3,3+,12.0,relatively new,1668.0,0,0,0,0,1,1,129,28.3858,76.9686
shree vardhman flora,flat,sector 90,1.25,4854.0,4,5,2,2.0,relatively new,2330.0,1,0,0,1,0,0,127,28.4085,76.9369
bptp terra,flat,sector 37d,1.79,8983.0,4,3,3,2.0,relatively new,1808.0,0,0,0,0,1,2,28,28.4478,76.9703
shree arihant apartment,flat,sector 54,1.5,8108.0,3,3,3+,6.0,moderately new,1700.0,0,1,0,0,0,2,52,28.4348,77.1089
emaar gurgaon greens,flat,sector 102,1.4,8484.0,3,3,3,6.0,relatively new,1493.0,1,0,0,0,0,2,68,28.475,76.9715
sobha city,flat,sector 108,2.33,14463.0,3,3,3,8.0,relatively new,1711.0,0,0,1,0,0,2,130,28.5134,76.983
bestech park view grand spa,flat,sector 81,4.0,9523.0,4,5,3+,4.0,relatively new,3801.0,1,0,0,0,0,2,98,28.3867,76.9485
m3m woodshire,flat,sector 107,1.35,5717.0,3,4,3+,10.0,relatively new,1950.0,1,0,0,0,0,2,59,28.5052,76.9729
alpha corp gurgaonone,flat,sector 84,2.28,8769.0,4,4,3+,2.0,relatively new,2998.0,1,0,0,0,0,0,53,28.3979,76.9736
independent,house,sector 4,0.67,8557.0,3,2,1,1.0,moderately new,783.0,0,1,0,0,1,0,14,28.4738,77.0107
emaar mgf emerald floors,flat,sector 65,2.6,15758.0,3,3,3+,2.0,relatively new,1649.96,0,0,0,0,0,0,0,28.403,77.069
tata primanti,flat,sector 72,4.0,16032.0,4,5,3+,22.0,relatively new,2701.0,1,0,0,0,0,2,136,28.4225,77.0211
dlf regency park,flat,sector 28,1.6,14545.0,2,2,2,2.0,relatively new,1222.0,0,0,0,0,0,0,44,28.4728,77.0865
independent,house,sector 7,3.0,11494.0,7,7,0,3.0,relatively new,2610.0,0,0,0,0,0,0,0,28.4644,77.0143
emaar mgf marbella,house,sector 66,11.0,33951.0,5,6,3+,2.0,new property,3240.0,1,1,1,1,0,2,115,28.3925,77.0541
rof ananda,flat,sector 95,0.32,5736.0,2,2,1,10.0,relatively new,610.0,0,1,0,0,0,2,42,28.4172,76.9081
godrej summit,flat,sector 104,1.3,7893.0,3,3,3,8.0,new property,1490.0,0,0,0,0,1,0,82,28.4788,76.996
independent,house,sector 13,2.25,6944.0,10,10,2,1.0,relatively new,400.0,0,0,0,0,0,0,0,28.4757,77.0392
ramprasta awho,flat,sector 95,0.92,5257.0,3,3,3+,10.0,relatively new,1750.0,0,0,0,0,0,0,0,28.4172,76.9081
tulip violet,flat,sector 69,1.4,8871.0,3,3,2,10.0,relatively new,1428.0,0,1,0,0,0,0,97,28.3966,77.0341
experion windchants,flat,sector 112,3.65,11428.0,3,5,2,10.0,relatively new,2800.0,1,0,0,0,0,0,52,28.5189,77.0183
mapsko mount ville,flat,sector 79,1.85,9641.0,3,4,3,10.0,new property,1643.0,1,1,0,0,0,0,35,28.3624,76.9787
vatika city,flat,sector 49,2.1,10418.0,3,3,3,12.0,moderately new,1604.25,0,1,0,0,0,2,103,28.4121,77.048
adarsh nagar,flat,sector 12,0.65,6190.0,3,3,1,4.0,new property,1167.0,0,0,0,0,0,2,28,28.4723,77.032
kiran residency,flat,sector 56,1.54,8324.0,3,4,3+,6.0,old property,1900.0,1,0,0,0,0,2,85,28.4245,77.0991
signature global solera,flat,sector 107,0.5,4761.0,3,2,2,4.0,relatively new,850.0,0,0,0,0,1,0,30,28.5052,76.9729
unitech escape,house,sector 50,12.0,37037.0,5,6,3+,3.0,relatively new,3240.0,0,0,0,0,0,0,66,28.4178,77.0628
vipul world,house,sector 48,3.35,5583.0,6,5,3+,3.0,relatively new,6000.0,0,0,0,0,0,0,38,28.4177,77.0359
allure homes,flat,sector 12,0.72,7272.0,2,2,1,2.0,relatively new,1100.0,0,0,0,0,1,2,7,28.4723,77.032
dlf regency park,flat,sector 28,1.35,11739.0,2,2,2,2.0,old property,1120.0,0,0,1,0,0,0,58,28.4728,77.0865
unitech espace,house,sector 50,11.29,34846.0,5,5,3+,2.0,moderately new,3240.0,0,1,0,1,0,0,13,28.4178,77.0628
emaar mgf marbella,house,sector 66,12.0,38095.0,5,6,3+,4.0,new property,3150.0,1,1,0,0,0,0,29,28.3925,77.0541
independent,house,sector 17,3.0,11111.0,4,4,0,1.0,relatively new,3000.0,0,0,0,0,0,0,0,28.4791,77.0608
vipul tatvam villa,house,sector 48,7.8,23148.0,4,4,3+,2.0,relatively new,3240.0,1,1,1,1,0,2,107,28.4177,77.0359
puri emerald bay,flat,sector 104,1.32,8516.0,2,2,2,8.0,relatively new,1403.0,0,0,0,0,0,0,99,28.4788,76.996
antriksh green,flat,sector 45,2.25,7826.0,4,4,2,4.0,old property,3194.0,1,0,0,0,0,1,14,28.4466,77.066
m3m soulitude,flat,sector 89,1.25,8784.0,3,3,3,4.0,new property,1288.0,0,0,0,1,1,0,52,28.4253,76.9439
emaar mgf emerald floors premier,flat,sector 65,2.35,14242.0,3,3,3,2.0,relatively new,1833.0,1,0,0,1,0,2,95,28.403,77.069
emaar palm gardens,flat,sector 83,3.15,8400.0,5,7,3+,8.0,relatively new,3200.0,1,0,0,0,0,2,136,28.3986,76.9647
sobha city,flat,sector 108,3.35,13266.0,3,4,2,6.0,new property,2525.25,0,0,0,0,0,0,73,28.5134,76.983
supertech araville,flat,sector 79,1.1,5641.0,3,3,3,8.0,relatively new,2167.0,0,0,0,0,0,2,76,28.3624,76.9787
shapoorji pallonji joyville gurugram,flat,sector 102,2.4,10545.0,4,4,3+,6.0,relatively new,1957.0,0,0,0,0,0,0,79,28.475,76.9715
signature global park 4,flat,sector 36,0.85,11333.0,3,2,3,4.0,new property,833.0,0,0,0,0,0,0,16,28.416,76.9914
the crew bos chs manesar,flat,manesar,0.85,3695.0,3,3,2,2.0,moderately new,2556.0,0,0,0,0,0,0,36,28.3515,76.9428
ss the leaf,flat,sector 85,1.22,13318.0,2,2,3,6.0,relatively new,1300.0,0,0,1,0,0,0,66,28.4042,76.9513
suncity vatsal valley,flat,gwal pahari,1.38,9650.0,3,3,2,14.0,relatively new,1294.0,0,0,0,0,0,2,113,28.4484,77.021
bestech park view sanskruti,flat,sector 92,1.9,8172.0,4,4,3+,6.0,relatively new,1920.0,1,1,0,1,1,0,35,28.4079,76.9153
ansal heights,house,sector 92,2.75,9793.0,4,4,3+,3.0,relatively new,5000.0,0,1,0,1,0,0,0,28.4079,76.9153
independent,house,sector 57,6.25,23496.0,9,9,3+,3.0,new property,2660.0,1,0,0,0,0,2,52,28.4232,77.0752
laxmi apartment sector 99a gurgaon,flat,sector 99a,0.3,4615.0,2,2,1,4.0,new property,600.0,0,0,0,0,0,0,35,28.4561,76.9542
conscient heritage max,flat,sector 102,2.15,9306.0,3,4,3,4.0,relatively new,1945.0,1,0,0,1,0,0,72,28.475,76.9715
bsf chs,flat,gwal pahari,0.95,5937.0,3,3,3,6.0,old property,1778.0,0,0,0,0,0,0,28,28.4484,77.021
signature global infinity mall,flat,sector 36,0.41,6269.0,2,2,3,4.0,relatively new,654.0,0,0,0,0,0,0,0,28.416,76.9914
dlf the skycourt,flat,sector 86,1.59,8242.0,3,3,3,10.0,relatively new,1700.0,0,0,0,0,1,2,127,28.3986,76.9384
zara aavaas,flat,sector 104,0.2,6645.0,1,1,1,4.0,relatively new,301.0,0,0,0,0,0,0,67,28.4788,76.996
orris aster court premier,flat,sector 85,1.49,5820.0,4,5,3+,2.0,relatively new,2017.0,1,0,0,0,0,2,76,28.4042,76.9513
sidhartha ncr one phase,flat,sector 95,0.6,4800.0,2,2,3,8.0,relatively new,1250.0,0,0,0,0,0,0,0,28.4172,76.9081
smart world gems,flat,sector 89,1.2,8432.0,3,3,2,4.0,new property,1423.0,0,0,0,1,1,0,28,28.4253,76.9439
dlf regal gardens,flat,sector 90,1.2,6837.0,3,3,3+,6.0,relatively new,1572.0,0,0,0,0,0,0,89,28.4085,76.9369
ramprastha primera,flat,sector 37d,1.02,6000.0,3,2,3,22.0,under construction,1538.0,0,0,0,0,0,0,30,28.4478,76.9703
smart world orchard,flat,sector 61,2.54,15500.0,3,3,3,2.0,relatively new,1638.71,0,0,1,0,0,0,8,28.405,77.0963
m3m skywalk,flat,sector 74,1.4,9831.0,2,2,2,4.0,new property,1289.0,0,0,0,0,0,2,129,28.4158,77.0118
supertech hues,flat,sector 68,1.0,8474.0,2,2,3,16.0,new property,1311.0,0,0,0,0,0,0,35,28.3853,77.0484
emaar digihomes,flat,sector 62,2.1,13925.0,2,2,3,12.0,new property,1500.0,0,0,0,0,1,2,35,28.4139,77.0886
ss the leaf,flat,sector 85,1.98,8256.0,3,4,3,12.0,relatively new,2399.0,0,0,1,0,0,0,136,28.4042,76.9513
orris carnation residency,flat,sector 85,1.1,6686.0,3,4,3,8.0,moderately new,1467.0,1,0,0,0,0,1,52,28.4042,76.9513
new sathi apartments,flat,sector 54,1.59,7066.0,3,3,3+,8.0,moderately new,2250.0,0,0,0,1,0,2,106,28.4348,77.1089
independent,house,sector 26,19.0,42222.0,6,8,3+,3.0,moderately new,4500.0,1,1,1,1,0,2,82,28.4757,77.1032
ansals florence villa,house,sector 57,3.3,19820.0,4,3,3+,2.0,moderately new,1664.98,1,1,1,1,0,0,113,28.4232,77.0752
afnhb jalvayu vihar,flat,sector 30,1.45,11153.0,3,2,2,2.0,old property,1300.0,0,0,0,0,0,1,63,28.4604,77.0579
smart world gems,flat,sector 89,0.86,7796.0,2,3,2,2.0,new property,1226.0,1,1,0,1,0,2,43,28.4253,76.9439
ramsons kshitij,flat,sector 95,0.19,591.0,1,1,1,10.0,relatively new,3569.0,0,0,0,0,0,0,35,28.4172,76.9081
independent,house,sector 5,3.5,15555.0,6,5,2,3.0,old property,2250.0,1,1,0,1,1,1,122,28.4794,77.0176
smart world orchard,flat,sector 61,1.85,14800.0,2,2,2,8.0,new property,1389.0,0,0,0,0,0,0,35,28.405,77.0963
whiteland blissville,flat,sector 76,1.92,11500.0,3,3,2,2.0,relatively new,1672.0,0,0,0,0,0,0,47,28.3935,76.9888
godrej oasis,flat,sector 88a,2.65,16747.0,3,3,3+,8.0,new property,1582.37,0,0,0,0,0,0,81,28.4347,76.9557
siddhartha apartment,flat,sector 95,0.72,3664.0,3,3,2,12.0,relatively new,1800.0,0,0,0,0,1,0,21,28.4172,76.9081
sare homes,flat,sector 92,1.1,5347.0,4,4,3,6.0,relatively new,2286.0,1,0,0,0,0,0,79,28.4079,76.9153
m3m merlin,flat,sector 67,3.5,14843.0,3,4,3+,10.0,relatively new,2134.0,1,0,0,0,0,2,129,28.3859,77.0608
ansals palam vihar,house,sector 2,5.0,12500.0,6,4,0,3.0,relatively new,4000.0,0,0,0,0,0,0,0,28.5095,77.032
independent,house,sector 8,0.32,7111.0,2,3,1,1.0,relatively new,450.0,0,0,0,0,0,0,0,28.3738,76.897
m3m heights,flat,sector 65,3.0,18000.0,3,3,3,12.0,under construction,1666.67,0,0,0,0,0,0,43,28.403,77.069
dlf new town heights,flat,sector 90,1.2,6217.0,3,3,3+,10.0,moderately new,2144.0,1,1,0,0,0,0,37,28.4085,76.9369
suncity essel towers,house,sector 28,6.0,22222.0,4,4,3+,3.0,old property,2700.0,0,0,0,1,0,2,67,28.4728,77.0865
independent,house,sector 25,7.6,38760.0,2,9,3,4.0,relatively new,1960.78,0,1,1,1,0,2,75,28.4844,77.086
uppal southend,house,sector 49,3.75,25562.0,2,6,3,3.0,moderately new,1467.02,0,0,0,0,1,0,35,28.4121,77.048
emaar mgf emerald estate,flat,sector 65,1.3,20602.0,2,2,2,6.0,relatively new,812.0,0,0,0,1,0,0,61,28.403,77.069
pioneer araya,flat,sector 62,7.56,18000.0,4,4,3+,4.0,relatively new,4200.0,1,1,0,0,0,2,58,28.4139,77.0886
shree vardhman victoria,flat,sector 70,1.25,9259.0,2,2,3,2.0,relatively new,1222.0,0,0,0,1,0,0,30,28.3968,77.0233
sunischit apartments,flat,sector 54,1.75,7954.0,3,4,3+,4.0,moderately new,1900.0,1,0,0,0,0,2,60,28.4348,77.1089
shapoorji pallonji joyville gurugram,flat,sector 102,0.97,10601.0,2,2,2,12.0,new property,747.0,0,0,0,0,0,0,43,28.475,76.9715
m3m crown,flat,sector 111,4.67,17000.0,4,4,3+,10.0,relatively new,3056.0,0,0,0,0,0,0,73,28.5238,77.032
pivotal riddhi siddhi,flat,sector 99,0.5,8517.0,2,1,2,6.0,new property,652.0,0,0,0,0,0,0,15,28.464,76.9614
sobha city,flat,sector 108,2.6,15195.0,3,3,2,8.0,new property,1711.09,0,0,0,0,0,0,35,28.5134,76.983
independent,house,sector 8,0.62,11273.0,3,1,0,2.0,relatively new,550.0,0,0,0,0,0,0,0,28.3738,76.897
m3m skywalk,flat,sector 74,1.52,13342.0,2,2,3,4.0,relatively new,1250.0,0,0,1,0,0,0,136,28.4158,77.0118
m3m golfestate,flat,sector 65,5.4,18126.0,3,4,3,8.0,moderately new,2696.0,1,0,0,1,0,2,136,28.403,77.069
ild greens,flat,sector 37c,0.95,5066.0,3,3,3+,8.0,new property,1697.0,0,0,0,0,0,0,51,28.4515,76.9882
dlf pink town house,house,sector 24,1.9,3786.0,10,9,3+,3.0,relatively new,5018.0,0,0,0,0,1,1,15,28.4939,77.1038
sidhartha ncr one,flat,sector 95,0.57,4179.0,2,2,2,10.0,relatively new,1364.0,0,0,0,0,0,0,0,28.4172,76.9081
m3m urbana,flat,sector 67,0.95,10895.0,1,1,1,8.0,relatively new,826.0,0,0,0,0,0,0,35,28.3859,77.0608
alpha corp gurgaonone,flat,sector 84,1.5,7641.0,3,3,3,10.0,relatively new,1833.0,1,0,0,0,0,2,28,28.3979,76.9736
indiabulls enigma,flat,sector 110,4.1,10567.0,5,5,2,6.0,relatively new,3500.0,1,0,0,0,0,0,121,28.5145,77.0197
raheja vedaanta,flat,sector 108,0.7,4666.0,2,2,1,8.0,moderately new,1468.0,0,0,0,0,0,0,0,28.5134,76.983
pyramid urban,flat,sector 67a,0.7,11844.0,2,2,1,6.0,new property,657.0,0,0,0,0,0,0,35,28.396,77.0372
puri diplomatic greens,flat,sector 111,2.25,13235.0,3,3,2,12.0,relatively new,1538.0,0,0,0,0,0,0,72,28.5238,77.032
shapoorji pallonji joyville gurugram,flat,sector 102,1.24,10205.0,2,2,2,12.0,relatively new,1100.0,0,0,0,0,0,0,112,28.475,76.9715
la vida by tata housing,flat,sector 113,3.05,11338.0,3,4,3,6.0,new property,2600.0,1,0,0,0,0,0,136,28.5287,77.0233
antriksh heights,flat,sector 84,0.49,4355.0,2,2,2,4.0,relatively new,1018.0,0,0,0,0,0,0,51,28.3979,76.9736
afnhb jalvayu vihar,flat,sector 30,0.69,7272.0,2,2,1,2.0,old property,896.0,0,0,0,0,0,0,44,28.4604,77.0579
sbtl caladium,flat,sector 109,1.26,6542.0,3,2,3,10.0,relatively new,1701.0,0,0,0,0,0,0,74,28.5073,77.0089
satya the hermitage,flat,sector 103,0.89,6137.0,2,3,3,6.0,relatively new,1257.0,1,0,0,0,0,0,58,28.4949,76.9845
bestech park view residency,flat,sector 2,1.5,7825.0,3,4,3+,10.0,moderately new,1738.0,1,0,0,0,0,0,76,28.5095,77.032
the close north,flat,sector 50,2.75,12500.0,3,3,3,4.0,moderately new,2400.0,1,0,0,0,0,0,81,28.4178,77.0628
orchid petals,flat,sector 49,2.23,10969.0,3,3,3,6.0,relatively new,1840.0,0,0,0,0,1,0,35,28.4121,77.048
shapoorji pallonji joyville gurugram,flat,sector 102,2.03,12000.0,3,3,2,8.0,new property,1337.0,0,0,0,0,0,0,58,28.475,76.9715
independent,house,sector 12,6.0,35088.0,4,6,2,2.0,old property,1710.0,0,0,0,0,0,0,0,28.4723,77.032
park royal apartment,flat,sector 56,1.85,9024.0,3,4,3,6.0,old property,2278.0,1,0,0,0,0,0,51,28.4245,77.0991
dlf the ultima,flat,sector 81,2.26,10761.0,3,4,3+,8.0,new property,1900.0,1,0,0,0,0,1,136,28.3867,76.9485
independent,house,sector 104,0.6,5128.0,4,3,1,2.0,moderately new,1170.0,0,0,0,0,0,0,0,28.4788,76.996
ramsons kshitij,flat,sector 95,0.3,3158.0,2,2,1,2.0,relatively new,950.0,0,0,0,0,0,0,0,28.4172,76.9081
imperia the esfera,flat,sector 37c,0.99,5454.0,3,4,3,12.0,relatively new,1660.0,1,0,0,0,0,0,35,28.4515,76.9882
raheja revanta,flat,sector 78,1.2,10018.0,1,2,2,32.0,under construction,823.0,0,0,0,0,0,0,31,28.3733,76.9729
shree vardhman victoria,flat,sector 70,1.65,8461.0,3,3,2,8.0,relatively new,2167.0,0,0,0,1,0,0,59,28.3968,77.0233
ansal heights 86,flat,sector 86,1.25,7396.0,3,2,1,2.0,new property,1529.0,0,0,0,0,0,0,83,28.3986,76.9384
paras dews,flat,sector 106,1.2,6818.0,3,4,3+,6.0,relatively new,1186.0,1,0,0,0,0,0,136,28.5007,77.0003
independent,house,sector 3,0.55,6707.0,2,2,1,2.0,moderately new,810.0,0,0,0,0,0,0,0,28.4909,77.0176
independent,house,sector 4,0.6,11696.0,3,3,1,2.0,old property,57.0,0,0,0,0,1,0,0,28.4738,77.0107
signature global solera,flat,sector 107,0.28,5674.0,2,2,2,2.0,relatively new,543.0,0,0,0,0,0,0,21,28.5052,76.9729
ss the leaf,flat,sector 85,2.1,7467.0,4,5,3+,8.0,relatively new,2545.0,0,0,0,0,0,2,52,28.4042,76.9513
ireo the corridors,flat,sector 67a,1.85,9531.0,3,4,3,6.0,new property,1941.0,0,0,1,1,0,2,121,28.396,77.0372
independent,house,sector 8,0.45,9000.0,1,1,1,3.0,relatively new,556.0,0,0,0,0,0,0,0,28.3738,76.897
conscient heritage max,flat,sector 102,1.82,9371.0,3,4,3+,6.0,moderately new,1757.0,1,0,0,0,0,0,96,28.475,76.9715
ansal api esencia,flat,sector 67,1.0,6435.0,3,3,3+,2.0,moderately new,1406.0,0,0,0,0,0,0,0,28.3859,77.0608
godrej summit,flat,sector 104,0.75,5910.0,2,2,3,6.0,relatively new,1148.0,0,0,0,0,1,0,57,28.4788,76.996
independent,house,sector 26,5.8,32222.0,5,5,3+,2.0,old property,1800.01,1,1,1,1,0,0,46,28.4757,77.1032
independent,house,sector 4,0.67,9795.0,3,3,2,2.0,relatively new,76.0,0,0,0,0,1,0,7,28.4738,77.0107
sare homes,flat,sector 92,0.5,4237.0,3,3,2,16.0,relatively new,1068.0,0,0,0,0,0,0,21,28.4079,76.9153
bestech park view sanskruti,flat,sector 92,1.42,7760.0,3,3,2,6.0,relatively new,1738.0,0,0,0,0,0,0,88,28.4079,76.9153
ats triumph,flat,sector 104,2.65,8412.0,4,4,3+,10.0,relatively new,2851.0,1,0,0,0,0,0,136,28.4788,76.996
independent,house,sector 14,6.4,20317.0,6,6,3+,3.0,old property,3150.07,0,0,0,0,1,0,35,28.4711,77.0454
independent,house,sector 4,0.7,6648.0,3,3,0,1.0,relatively new,117.0,0,0,0,0,0,0,0,28.4738,77.0107
malibu towne,flat,sector 47,2.4,10000.0,3,3,No,6.0,moderately new,2667.0,0,0,0,0,0,2,22,28.4276,77.0492
independent,house,sector 7,1.35,4545.0,4,5,0,3.0,relatively new,330.0,0,0,0,0,0,0,0,28.4644,77.0143
m3m woodshire,flat,sector 107,0.94,6881.0,2,2,3+,10.0,moderately new,1236.0,0,0,0,0,0,0,89,28.5052,76.9729
gls avenue 51,flat,sector 92,0.42,7106.0,2,2,1,6.0,relatively new,657.0,0,1,0,1,0,2,28,28.4079,76.9153
apex our homes,flat,sector 37c,0.38,4108.0,2,2,1,6.0,relatively new,925.0,0,0,0,0,0,0,52,28.4515,76.9882
alpha corp gurgaonone,flat,sector 84,1.15,7496.0,2,2,3,12.0,relatively new,1361.0,0,0,0,1,0,2,28,28.3979,76.9736
vipul tatvam villa,house,sector 48,7.25,27971.0,3,4,2,2.0,moderately new,2592.0,1,1,1,1,0,2,84,28.4177,77.0359
m3m sierra 68,flat,sector 68,1.2,9000.0,2,2,3,8.0,relatively new,982.0,0,0,0,0,0,1,59,28.3853,77.0484
emaar mgf palm hills,flat,sector 77,1.65,8461.0,4,3,3,8.0,relatively new,1765.0,1,0,0,0,0,0,83,28.3801,76.9845
the lions cghs,flat,sector 56,2.1,8750.0,3,4,3+,6.0,old property,2200.0,0,0,0,0,1,2,128,28.4245,77.0991
independent,house,sector 4,0.5,9259.0,2,3,2,3.0,old property,540.0,0,0,0,0,0,0,0,28.4738,77.0107
bestech altura,flat,sector 79,1.9,8837.0,3,4,3,10.0,under construction,1946.0,0,0,0,0,0,0,74,28.3624,76.9787
godrej icon,flat,sector 88a,1.31,8100.0,2,2,3+,4.0,relatively new,1463.0,0,0,0,1,0,0,73,28.4347,76.9557
raheja vedaanta,flat,sector 108,0.7,4522.0,2,2,3,8.0,relatively new,1548.0,0,0,0,0,0,0,0,28.5134,76.983
sbr minda sec-1 imt manesar,flat,manesar,0.64,4193.0,3,2,3+,10.0,old property,1696.0,0,0,0,0,0,0,44,28.3515,76.9428
shree vardhman flora,flat,sector 90,0.7,5325.0,2,2,3,10.0,new property,1350.0,0,0,0,1,0,0,60,28.4085,76.9369
cghs rail vihar,flat,sector 15,1.4,10769.0,4,3,3,4.0,old property,1444.0,0,0,0,0,0,2,67,28.4621,77.0464
godrej,flat,sector 79,1.12,7146.0,2,2,3,12.0,relatively new,1325.0,0,0,0,1,0,0,35,28.3624,76.9787
independent,house,sector 2,2.55,16378.0,3,3,2,2.0,old property,1556.97,0,0,0,0,0,0,8,28.5095,77.032
emaar digihomes,flat,sector 62,4.0,14871.0,3,3,3,6.0,new property,2343.0,1,0,0,0,0,2,30,28.4139,77.0886
tulip violet,flat,sector 69,3.1,9822.0,4,6,3+,10.0,relatively new,2817.0,1,1,0,0,0,0,136,28.3966,77.0341
parsvnath green ville,flat,sector 48,1.42,8606.0,3,3,3,6.0,moderately new,1493.0,0,0,1,0,0,1,136,28.4177,77.0359
godrej nature plus,flat,sector 33,1.5,10200.0,2,2,3+,2.0,relatively new,1539.0,0,0,0,0,0,0,79,28.442,77.0207
bptp terra,flat,sector 37d,1.78,8124.0,4,3,3,6.0,relatively new,1983.0,1,0,0,0,0,0,98,28.4478,76.9703
m3m golfestate,flat,sector 65,5.2,17455.0,3,3,3,8.0,relatively new,2696.0,1,0,0,1,0,2,61,28.403,77.069
ats tourmaline,flat,sector 109,2.95,9365.0,4,5,3+,10.0,relatively new,2851.0,1,0,0,0,0,0,72,28.5073,77.0089
signature signum 95a,flat,sector 95,0.4,7782.0,2,2,2,4.0,new property,571.0,0,0,0,0,0,0,35,28.4172,76.9081
m3m merlin,flat,sector 67,2.8,13671.0,3,3,3,2.0,relatively new,2048.13,0,0,1,0,0,1,136,28.3859,77.0608
la vida by tata housing,flat,sector 113,1.9,18500.0,3,2,2,4.0,relatively new,1285.0,0,1,0,0,0,2,136,28.5287,77.0233
pareena mi casa,flat,sector 68,1.0,8163.0,2,2,2,10.0,new property,1361.0,1,0,0,0,0,0,45,28.3853,77.0484
huda plots,house,sector 56,2.95,20359.0,2,2,2,1.0,moderately new,1448.99,0,0,0,0,0,0,22,28.4245,77.0991
vatika lifestyle homes,flat,sector 83,1.25,6839.0,3,2,1,6.0,relatively new,1654.0,1,1,1,1,0,1,136,28.3986,76.9647
unitech nirvana birch court,house,sector 50,6.8,31481.0,4,4,3+,2.0,old property,2160.0,1,1,0,1,0,0,83,28.4178,77.0628
emaar gurgaon greens,flat,sector 102,1.4,8484.0,3,3,3,6.0,relatively new,1315.0,1,0,0,0,0,0,45,28.475,76.9715
experion the heartsong,flat,sector 108,2.0,8554.0,3,3,3+,12.0,relatively new,2116.0,1,0,0,0,0,0,73,28.5134,76.983
sidhartha ncr one phase,flat,sector 95,0.46,4646.0,2,2,No,2.0,relatively new,990.0,0,0,0,0,0,0,0,28.4172,76.9081
not applicable,flat,sector 4,0.42,5600.0,2,2,1,4.0,relatively new,833.0,0,0,0,0,0,2,26,28.4738,77.0107
tulip petals,flat,sector 89,1.1,7097.0,3,2,3,8.0,relatively new,1550.0,0,0,0,0,0,0,0,28.4253,76.9439
greenopolis,flat,sector 89,0.8,4820.0,2,3,3,12.0,under construction,1502.0,0,0,0,1,1,0,52,28.4253,76.9439
shri banke bihari society,flat,sector 56,1.35,6750.0,3,3,3,8.0,old property,1800.0,0,0,0,0,1,2,59,28.4245,77.0991
eldeco mansionz,house,sector 48,4.95,20599.0,7,7,3+,2.0,old property,2403.0,1,1,1,1,0,2,107,28.4177,77.0359
godrej air,flat,sector 85,2.6,12212.0,3,3,3,10.0,relatively new,2129.0,1,0,0,0,0,0,37,28.4042,76.9513
ats tourmaline,house,sector 109,1.87,8697.0,3,4,0,12.0,relatively new,2150.0,0,0,0,0,0,0,0,28.5073,77.0089
malibu towne,house,sector 47,1.15,4646.0,3,3,3,2.0,old property,275.0,0,0,0,0,0,2,28,28.4276,77.0492
