Unnamed: 0,society,property_type,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,pooja room,store room,study room,others,Washing Machine,Sofa,Wardrobe,Microwave,Chimney,Geyser,AC,Dining Table,Fan,Exhaust Fan,Curtains,Modular Kitchen,Bed,Fridge,Light,TV,Stove,Water Purifier,Cluster_Labels,luxury_score,area_room_ratio
0,maa bhagwati residency,flat,sector 7,0.45,5000.0,900.0,Carpet area: 900 (83.61 sq.m.),2,2,1,,West,relatively new,,,900.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,14,450.0
1,apna enclave,flat,sector 3,0.5,7692.0,650.0260010400416,Carpet area: 650 (60.39 sq.m.),2,2,1,,West,old property,,,650.0,0,0,0,0,0,0,0,3,0,1,1,0,0,4,1,1,1,0,0,3,0,0,0,1,28,325.0130005200208
2,tulsiani easy in homes,flat,sohna road,0.4,6722.0,595.0609937518595,Carpet area: 595 (55.28 sq.m.),2,2,3,12.0,,new property,,,595.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,297.53049687592977
3,smart world orchard,flat,sector 61,1.47,12250.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,2.0,,Undefined,,,1200.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,600.0
4,parkwood westend,flat,sector 92,0.7,5204.0,1345.119139123751,Super Built up area 1345(124.95 sq.m.),2,2,3,,,under construction,1345.0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.5595695618755
5,signature global infinity mall,flat,sector 36,0.41,6269.0,654.0118041154889,Built Up area: 654 (60.76 sq.m.),2,2,3,,,Undefined,,654.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.00590205774444
6,the cocoon,flat,dwarka expressway,2.0,13333.0,1500.0375009375234,Super Built up area 1500(139.35 sq.m.),3,3,3,,,new property,1500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.0125003125078
7,ats triumph,flat,sector 104,1.8,7860.0,2290.0763358778627,Carpet area: 2290 (212.75 sq.m.),3,4,3,,,new property,,,2290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,763.3587786259542
8,vatika xpressions,flat,sector 88b,1.1,8148.0,1350.0245459008345,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,4,3+,2.0,North-East,under construction,,1350.0,1050.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,675.0122729504172
9,raheja revanta,flat,sector 78,4.75,16885.0,2813.147764287829,Built Up area: 2813 (261.34 sq.m.),3,3,2,,,Undefined,,2813.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,937.7159214292764
10,signature global city 81,flat,sector 81,0.96,9767.0,982.9016074536704,Carpet area: 1075 (99.87 sq.m.),2,2,2,,,Undefined,,,1075.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,491.4508037268352
11,hcbs sports ville,flat,sohna road,0.29,5587.0,519.062108466082,Carpet area: 519 (48.22 sq.m.),2,2,1,,,relatively new,,,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,259.531054233041
12,supertech araville,flat,sector 79,1.35,6940.0,1945.2449567723345,Carpet area: 1945 (180.7 sq.m.),3,3,3,,,relatively new,,,1945.0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,3,0,0,1,0,0,648.4149855907782
13,godrej,flat,sector 33,0.95,6859.0,1385.0415512465374,Super Built up area 1385(128.67 sq.m.),2,2,3+,,South-East,under construction,1385.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.5207756232687
14,shree vardhman flora,flat,sector 90,0.7,5384.0,1300.148588410104,Super Built up area 1300(120.77 sq.m.),2,2,3,,,new property,1300.0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,650.074294205052
15,sobha city,flat,sector 108,3.95,16859.0,2342.962216027048,Built Up area: 2343 (217.67 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4,5,3,,,Undefined,,2343.0,2300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,585.740554006762
16,senate court,flat,sector 62,0.9,14084.0,639.0230048281738,Built Up area: 639 (59.37 sq.m.),1,1,No,,,Undefined,,639.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639.0230048281738
17,shapoorji pallonji joyville gurugram,flat,sector 102,1.05,11475.0,915.032679738562,Carpet area: 915 (85.01 sq.m.),2,2,2,,,Undefined,,,915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,457.516339869281
19,central park flower valley,flat,sector 33,2.2,10476.0,2100.038182512409,Super Built up area 2100(195.1 sq.m.),3,3,3,12.0,North-East,new property,2100.0,,,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,35,700.0127275041364
20,smart world gems,flat,sector 89,1.01,9156.0,1103.1017911751858,Carpet area: 1103 (102.47 sq.m.),2,2,2,,,Undefined,,,1103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,551.5508955875929
21,bestech altura,flat,sector 79,1.85,8604.0,2150.162715016272,Super Built up area 2150(199.74 sq.m.),3,4,3+,,North,new property,2150.0,,,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,35,716.720905005424
22,smart world gems,flat,sector 89,0.86,7796.0,1103.129810159056,Super Built up area 1103(102.47 sq.m.),2,3,3,,,under construction,1103.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,551.564905079528
23,emaar imperial gardens,flat,sector 102,1.85,9135.0,2025.1778872468528,Carpet area: 2025 (188.13 sq.m.),3,3,3+,,South-West,relatively new,,,2025.0,1,0,0,0,0,0,0,5,0,0,0,5,0,8,1,0,1,0,0,20,0,0,0,1,66,675.059295748951
24,la vida by tata housing,flat,sector 113,2.85,12855.0,2217.0361726954493,Super Built up area 2217(205.97 sq.m.),3,3,3+,,East,new property,2217.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,739.0120575651498
25,the serenas,flat,sector 36,0.42,7910.0,530.9734513274336,Carpet area: 531 (49.33 sq.m.),2,2,1,,,Undefined,,,531.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,265.4867256637168
26,m3m golfestate,flat,sector 65,6.15,18331.0,3354.972451039223,Built Up area: 3355 (311.69 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,2,,North-East,Undefined,,3355.0,2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1118.3241503464076
27,central park resort belgravia residences,flat,sector 48,6.25,24300.0,2572.01646090535,Carpet area: 2880 (267.56 sq.m.),3,5,3+,,South-East,moderately new,,,2880.0,1,0,0,0,0,0,0,10,0,1,4,0,0,6,1,0,1,0,0,55,0,0,0,1,35,857.3388203017834
28,apex builders,flat,sector 37c,0.42,5600.0,750.0,Carpet area: 750 (69.68 sq.m.),2,2,2,,North,relatively new,,,750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,375.0
29,godrej habitat,flat,sector 3,1.35,12784.0,1056.007509386733,Built Up area: 1056 (98.11 sq.m.)Carpet area: 912 sq.ft. (84.73 sq.m.),2,2,No,,North-East,Undefined,,1056.0,912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,528.0037546933665
30,ompee k s residency,flat,new sector 2,1.6,2993.0,5346.005346005346,Carpet area: 66 (55.18 sq.m.),2,2,2,,,relatively new,,,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673.002673002673
31,bhawna cghs,flat,sector 43,3.25,10156.0,3200.078771169752,Super Built up area 3200(297.29 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,3+,12.0,,moderately new,3200.0,,3000.0,0,1,0,0,0,0,0,0,0,1,0,7,0,7,0,1,1,0,0,11,0,0,0,1,98,800.019692792438
32,adani aangan arcade,flat,sector 88a,0.45,7194.0,625.5212677231026,Carpet area: 625.47 (58.11 sq.m.),2,2,1,,,new property,,,625.490229,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,312.7606338615513
33,sare green parc,flat,sector 92,0.85,6538.0,1300.0917711838483,Built Up area: 1300 (120.77 sq.m.),3,2,2,,,Undefined,,1300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.36392372794944
34,shree vardhman flora,flat,sector 90,0.75,5769.0,1300.0520020800832,Carpet area: 1300 (120.77 sq.m.),2,2,3,,North-East,Undefined,,,1300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60,650.0260010400416
35,supertech hues,flat,sector 68,0.82,6950.0,1179.8561151079136,Super Built up area 1180(109.63 sq.m.),2,2,3+,,,under construction,1180.0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,589.9280575539568
36,chintels paradiso,flat,sector 109,1.8,8866.0,2030.2278366794496,Super Built up area 2030(188.59 sq.m.)Carpet area: 1785 sq.ft. (165.83 sq.m.),3,3,2,,East,moderately new,2030.0,,1785.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,676.7426122264832
37,breez global hill view,flat,sohna road,0.3,5403.0,555.247084952804,Super Built up area 655(60.85 sq.m.)Carpet area: 555 sq.ft. (51.56 sq.m.),2,2,2,,North-East,new property,655.0,,555.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,91,277.623542476402
38,ild greens,flat,sector 37c,0.78,5714.0,1365.0682534126706,Super Built up area 1365(126.81 sq.m.)Built Up area: 1068.1 sq.ft. (99.23 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,,North,moderately new,1365.0,1068.1,900.0,0,0,0,0,0,0,0,2,0,1,1,0,0,3,1,0,1,0,0,10,0,0,0,1,81,682.5341267063353
39,ansal sushant lok ci,flat,sector 43,2.0,15151.0,1320.044881525972,Carpet area: 1320 (122.63 sq.m.),3,3,2,,North,old property,,,1320.0,1,0,0,0,0,0,1,5,0,0,3,0,1,6,1,1,0,3,0,0,2,0,0,2,15,440.01496050865734
40,ashiana mulberry,flat,sohna road,0.74,6200.0,1193.548387096774,Carpet area: 1210 (112.41 sq.m.),2,2,3+,12.0,North-West,new property,,,1210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,596.774193548387
41,godrej meridien,flat,sector 106,3.2,16000.0,2000.0,Carpet area: 2002 (185.99 sq.m.),3,3,3+,,,Undefined,,,2002.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,666.6666666666666
42,mapsko casa bella,flat,sector 82,1.3,6378.0,2038.2565067419253,Super Built up area 1960(182.09 sq.m.),4,4,3+,,North,relatively new,1960.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,509.5641266854813
43,pooja apartment,flat,sector 3 phase 3 extension,0.25,3571.0,700.0840100812097,Carpet area: 700 (65.03 sq.m.),2,2,2,2.0,East,relatively new,,,700.0,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,0,0,0,0,6,0,0,0,0,0,350.04200504060486
44,signature global park,flat,sohna road,0.95,7846.0,1210.8080550599032,Built Up area: 1210.73 (112.48 sq.m.)Carpet area: 756.6 sq.ft. (70.29 sq.m.),3,2,3+,,,relatively new,,1210.723472,756.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,403.60268501996774
45,dlf new town heights,flat,sector 90,1.99,7297.0,2727.148143072496,Carpet area: 2727 (253.35 sq.m.),4,4,3+,,East,relatively new,,,2727.0,1,1,0,0,0,0,0,0,0,1,6,0,0,8,1,0,1,0,0,10,0,1,0,1,73,681.787035768124
46,paras dews,flat,sector 106,1.05,7581.0,1385.0415512465374,Carpet area: 1385 (128.67 sq.m.),2,2,2,,West,new property,,,1385.0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,7,0,0,0,0,80,692.5207756232687
47,godrej air,flat,sector 85,1.83,10005.0,1829.085457271364,Carpet area: 1829 (169.92 sq.m.),3,3,3+,,,Undefined,,,1829.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,93,609.695152423788
48,dlf the primus,flat,sector 82a,2.25,10714.0,2100.056001493373,Carpet area: 2100 (195.1 sq.m.),3,3,3+,,East,relatively new,,,2100.0,1,0,0,0,0,1,0,3,1,1,4,5,0,7,1,0,1,0,1,10,0,1,1,2,50,700.0186671644577
49,emaar mgf emerald floors premier,flat,sector 65,2.8,16969.0,1650.06777064058,Carpet area: 1650 (153.29 sq.m.),3,3,3+,,,relatively new,,,1650.0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,30,550.0225902135267
50,dlf regency park,flat,sector 28,1.6,14545.0,1100.0343760742524,Carpet area: 1100 (102.19 sq.m.),2,2,2,,North,relatively new,,,1100.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,44,550.0171880371262
51,supertech araville,flat,sector 79,0.83,5424.0,1530.23598820059,Carpet area: 1530 (142.14 sq.m.),2,2,3,,North-East,new property,,,1530.0,0,0,0,1,0,1,1,2,1,1,1,0,0,2,1,1,1,2,1,5,0,1,1,2,35,765.117994100295
52,signature global park,flat,sohna road,0.83,7410.0,1120.1079622132254,Carpet area: 1120 (104.05 sq.m.),3,2,2,,,new property,,,1120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,373.3693207377418
53,maxworth city residences,flat,sector 10a,0.8,6400.0,1250.0,Carpet area: 1250 (116.13 sq.m.),2,3,2,,,new property,,,1250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,625.0
54,deepak minda,flat,manesar,1.25,4715.0,2651.113467656416,Carpet area: 2651 (246.29 sq.m.),4,4,3+,,,moderately new,,,2651.0,0,0,0,0,0,0,0,4,0,0,2,0,0,7,1,0,0,0,0,6,0,0,0,1,35,662.778366914104
55,pivotal devaan,flat,sector 84,0.3,6666.0,450.04500450045,Carpet area: 450 (41.81 sq.m.),1,1,1,,,new property,,,450.0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1,0,0,1,0,0,0,1,13,450.04500450045
56,unitech the residences,flat,sector 33,1.55,9872.0,1570.0972447325769,Super Built up area 1570(145.86 sq.m.),3,4,1,,South,relatively new,1570.0,,,1,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,28,523.3657482441923
57,chd avenue,flat,sector 71,0.79,6594.0,1198.0588413709434,Super Built up area 1198(111.3 sq.m.),2,2,2,,South-East,relatively new,1198.0,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,599.0294206854717
58,silverglades the melia,flat,sohna road,1.01,7000.0,1442.857142857143,Super Built up area 1450(134.71 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,12.0,,Undefined,1450.0,,950.0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,60,721.4285714285714
59,sare crescent parc royal greens phase 1,flat,sector 92,0.95,5007.0,1897.3437187936888,Super Built up area 1897(176.24 sq.m.),4,5,3+,,,moderately new,1897.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,474.3359296984222
60,umang winter hills,flat,sector 77,0.99,7857.0,1260.0229095074455,Super Built up area 1260(117.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,,North,relatively new,1260.0,,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,630.0114547537228
61,ramprastha skyz,flat,sector 37d,1.1,6376.0,1725.219573400251,Super Built up area 1725(160.26 sq.m.),3,3,3+,,East,Undefined,1725.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,575.073191133417
62,4s aradhya homes,flat,sector 67a,1.9,8863.0,2143.7436533905,Super Built up area 2200(204.39 sq.m.),4,4,3,,,new property,2200.0,,,0,0,0,0,0,0,0,4,1,1,0,0,0,4,1,0,1,0,0,11,0,1,0,1,62,535.935913347625
63,ild greens,flat,sector 37c,1.0,4320.0,2314.814814814815,Super Built up area 1875(174.19 sq.m.),3,3,3+,,North,under construction,1875.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,771.604938271605
64,bptp freedom park life,flat,sector 57,2.5,11111.0,2250.022500225002,Super Built up area 2250(209.03 sq.m.),3,3,3,,,moderately new,2250.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,750.0075000750007
65,godrej habitat,flat,sector 3,1.1,10410.0,1056.6762728146014,Super Built up area 1056.58(98.16 sq.m.),2,2,2,,,under construction,1056.58,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,528.3381364073007
66,ramsons kshitij,flat,sector 95,0.29,5178.0,560.0617999227501,Super Built up area 560(52.03 sq.m.),2,2,2,,,relatively new,560.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,280.03089996137504
67,sidhartha ncr one,flat,sector 95,0.55,5556.0,989.9208063354932,Built Up area: 990 (91.97 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),2,2,3,,North-East,Undefined,,990.0,950.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,494.9604031677466
68,raheja sampada,flat,sector 92,0.65,4744.0,1370.1517706576728,Super Built up area 1370(127.28 sq.m.),3,2,3,,North-East,relatively new,1370.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,456.71725688589095
69,signature the serenas,flat,sohna road,0.5,9406.0,531.5755900489049,Carpet area: 531.57 (49.38 sq.m.),2,2,2,,,new property,,,531.521382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,265.78779502445246
70,pareena laxmi apartments,flat,sector 99a,0.32,5521.0,579.605143995653,Super Built up area 575(53.42 sq.m.)Carpet area: 570.17 sq.ft. (52.97 sq.m.),2,2,1,2.0,,new property,575.0,,570.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,289.8025719978265
71,satya the hermitage,flat,sector 103,0.93,6404.0,1452.2173641474078,Carpet area: 1452 (134.9 sq.m.),2,3,3,,East,relatively new,,,1452.0,1,0,0,0,0,0,0,4,0,1,0,0,0,6,1,4,1,0,0,0,0,0,0,1,66,726.1086820737039
72,smart world gems,flat,sector 89,1.2,8432.0,1423.1499051233395,Carpet area: 1423 (132.2 sq.m.),3,3,2,2.0,North-East,new property,,,1423.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,474.3833017077798
73,gls arawali homes,flat,sohna road,0.3,4687.0,640.0682739492213,Carpet area: 640 (59.46 sq.m.),2,2,2,,,relatively new,,,640.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,29,320.03413697461065
74,signature global park,flat,sohna road,0.56,6812.0,822.0786846741047,Carpet area: 822 (76.37 sq.m.),2,2,3,,South,new property,,,822.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,411.03934233705235
75,bestech park view city,flat,sector 49,2.7,12505.0,2159.1363454618154,Super Built up area 2159(200.58 sq.m.),3,4,3+,,,moderately new,2159.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.7121151539385
76,shree vardhman flora,flat,sector 90,1.0,5128.0,1950.0780031201248,Super Built up area 1950(181.16 sq.m.),3,4,3,,North-East,new property,1950.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,650.0260010400416
77,afnhb jalvayu vihar,flat,sector 30,1.45,11153.0,1300.0986281717924,Built Up area: 1300 (120.77 sq.m.)Carpet area: 1090 sq.ft. (101.26 sq.m.),3,2,2,2.0,North,old property,,1300.0,1090.0,0,0,0,0,0,0,1,4,0,1,1,1,1,6,1,1,0,1,0,12,0,1,1,2,63,433.3662093905975
78,m3m soulitude,flat,sector 89,1.25,8784.0,1423.0418943533698,Built Up area: 1423 (132.2 sq.m.)Carpet area: 1190 sq.ft. (110.55 sq.m.),3,3,No,,,Undefined,,1423.0,1190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,474.34729811778993
79,pyramid elite,flat,sector 86,0.46,79.0,58227.84810126582,Carpet area: 58141 (5401.48 sq.m.),2,2,1,,,under construction,,,58141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29113.92405063291
80,emaar mgf palm terraces,flat,sector 66,4.5,10599.0,4245.683555052364,Super Built up area 3670(340.95 sq.m.),5,5,3+,,,new property,3670.0,,,1,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,74,849.1367110104727
81,hcbs sports ville,flat,sohna road,0.28,3768.0,743.099787685775,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),2,2,1,,East,relatively new,,743.0,643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,371.5498938428875
82,puri the aravallis,flat,sector 61,3.87,17200.0,2250.0,Super Built up area 2250(209.03 sq.m.)Carpet area: 1249.65 sq.ft. (116.1 sq.m.),3,4,3+,,East,Undefined,2250.0,,1249.65,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,51,750.0
83,brisk lumbini terrace homes,flat,sector 109,1.38,6338.0,2177.3430104133795,Carpet area: 2177 (202.25 sq.m.),3,3,1,,,moderately new,,,2177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,725.7810034711265
84,huda ashok vihar phase,flat,sector 4,0.43,6615.0,650.0377928949357,Carpet area: 650 (60.39 sq.m.),2,2,1,2.0,,relatively new,,,650.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,7,325.01889644746785
85,my home,flat,new sector 2,0.28,3166.0,884.3967150979155,Carpet area: 900 (83.61 sq.m.),2,1,1,2.0,,relatively new,,,900.0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,15,442.19835754895774
86,signature global city,flat,sector 37d,1.1,9838.0,1118.1134376905875,Carpet area: 1118 (103.87 sq.m.),2,2,2,,South,Undefined,,,1118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,559.0567188452937
87,m3m heights,flat,sector 65,2.0,13957.0,1432.9727018700294,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,32.0,,Undefined,,1433.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,716.4863509350147
88,signature global park,flat,sohna road,0.9,8035.0,1120.099564405725,Super Built up area 1120(104.05 sq.m.),3,2,2,2.0,South,Undefined,1120.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,373.366521468575
89,signature global park,flat,sohna road,0.9,8036.0,1119.9601791936286,Built Up area: 1120 (104.05 sq.m.),3,2,No,2.0,,Undefined,,1120.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,373.32005973120954
90,godrej nature plus,flat,sector 33,1.75,8768.0,1995.8941605839416,Built Up area: 1996 (185.43 sq.m.),3,3,No,2.0,,Undefined,,1996.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,665.2980535279805
91,supertech hues,flat,sector 68,0.93,8611.0,1080.013935663686,Carpet area: 1080 (100.34 sq.m.),2,2,2,,,Undefined,,,1080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,540.006967831843
92,dlf new town heights,flat,sector 90,1.8,6600.0,2727.2727272727275,Super Built up area 2727(253.35 sq.m.),4,4,3+,,,moderately new,2727.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,681.8181818181819
93,central park flower valley aqua front towers,flat,sector 33,2.1,11738.0,1789.061168853297,Super Built up area 1789(166.2 sq.m.),3,3,2,,,under construction,1789.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,596.353722951099
94,ambience creacions,flat,sector 22,2.0,14492.0,1380.071763731714,Carpet area: 1380 (128.21 sq.m.),2,2,2,,East,relatively new,,,1380.0,0,0,0,0,0,0,0,2,1,1,1,2,0,3,0,0,0,0,0,5,0,0,0,0,35,690.035881865857
95,signature global city 63a,flat,sector 63a,2.0,12800.0,1562.5,Built Up area: 1540 (143.07 sq.m.),3,3,2,,North,Undefined,,1540.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,520.8333333333334
96,godrej oasis,flat,sector 88a,1.29,7800.0,1653.8461538461538,Super Built up area 1629(151.34 sq.m.)Carpet area: 1628 sq.ft. (151.25 sq.m.),3,3,3,,,new property,1629.0,,1628.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,551.2820512820513
97,m3m skycity,flat,sector 65,2.85,15590.0,1828.094932649134,Super Built up area 1828(169.83 sq.m.),3,3,3,,South,Undefined,1828.0,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,93,609.3649775497114
98,supertech araville,flat,sector 79,1.1,5641.0,1950.0088636766527,Carpet area: 1950 (181.16 sq.m.),3,3,3,,,relatively new,,,1950.0,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,0,1,0,0,3,0,0,0,1,76,650.0029545588842
