Unnamed: 0,society,property_type,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,pooja room,store room,study room,others,Washing Machine,Sofa,Wardrobe,Microwave,Chimney,Geyser,AC,Dining Table,Fan,Exhaust Fan,Curtains,Modular Kitchen,Bed,Fridge,Light,TV,Stove,Water Purifier,Cluster_Labels,luxury_score,area_room_ratio
3379,adani brahma samsara,house,sector 60,18.02,28200.0,6390.070921985815,Built Up area: 6390 (593.65 sq.m.),9,12,3+,3.0,North-East,relatively new,,6390.0,,1,0,0,0,0,0,0,0,0,1,12,12,0,0,1,0,1,0,0,0,0,0,0,1,108,710.0078802206461
3380,independent,house,sector 36,0.66,7168.0,920.7589285714286,Built Up area: 823 (76.46 sq.m.),2,2,3,4.0,,new property,,823.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.3794642857143
3381,independent,house,sector 14,4.6,20444.0,2250.0489141068283,Built Up area: 2250 (209.03 sq.m.),1,1,0,1.0,,Undefined,,2250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250.0489141068283
3383,independent,house,sector 43,1.9,3909.0,4860.025579081995,Plot area 60(50.17 sq.m.)Built Up area: 60 sq.yards (50.17 sq.m.),3,3,3+,3.0,,old property,,60.0,,0,0,0,0,0,1,0,2,0,0,3,3,0,3,1,3,0,0,1,6,3,0,1,2,0,1620.008526360665
3384,signature global city 63a,house,sector 63,1.5,6289.0,2385.1168707266656,Built Up area: 2385 (221.57 sq.m.),3,3,2,1.0,,new property,,2385.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,795.0389569088885
3385,independent,house,sector 11,2.5,17857.0,1400.0112000896006,Plot area 1400(130.06 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.),5,4,3,1.0,East,old property,,1850.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.00224001792014
3387,suncity township,house,sector 54,2.0,3441.0,5812.451562903642,Plot area 60Built Up area: 60 sq.m.Carpet area: 59 sq.m.,9,9,3,11.0,North,relatively new,,60.0,59.0,1,0,0,0,0,0,0,9,0,0,9,9,0,9,1,0,1,0,1,20,9,0,1,2,0,645.827951433738
3388,independent,house,sector 2,0.7,7777.0,900.0900090009001,Built Up area: 900 (83.61 sq.m.),1,1,0,1.0,,Undefined,,900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,900.0900090009001
3390,independent,house,sector 69,0.8,10484.0,763.0675314765357,Built Up area: 763 (70.89 sq.m.),1,1,0,1.0,,Undefined,,763.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,763.0675314765357
3391,independent,house,sector 81,0.89,8127.0,1095.1150486034207,Built Up area: 1095 (101.73 sq.m.),1,1,0,1.0,,Undefined,,1095.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1095.1150486034207
3392,independent,house,sector 108,1.34,5000.0,2680.0,Built Up area: 2680 (248.98 sq.m.),1,1,0,1.0,,Undefined,,2680.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2680.0
3393,independent,house,sector 12,1.7,8000.0,2125.0,Built Up area: 2000 (185.81 sq.m.),5,5,3,3.0,,moderately new,,2000.0,,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.0
3394,independent,house,sector 39,0.34,7555.0,450.0330906684316,Built Up area: 450 (41.81 sq.m.),1,1,1,1.0,,Undefined,,450.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.0330906684316
3395,independent,house,sector 105,9.9,49500.0,2000.0,Built Up area: 2000 (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,2,2,3.0,North,Undefined,,2000.0,1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000.0
3397,independent,house,sector 43,2.15,13030.0,1650.0383729854182,Built Up area: 1650 (153.29 sq.m.),1,1,0,1.0,,Undefined,,1650.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1650.0383729854182
3400,independent,house,sector 24,2.6,24074.0,1080.003323087148,Plot area 120(100.34 sq.m.),4,4,3+,4.0,,relatively new,,1080.0,,0,1,1,1,0,0,0,7,0,0,6,7,0,9,0,0,0,4,1,12,5,0,1,2,0,270.000830771787
3401,project mianwali colony,house,sector 12,2.0,14815.0,1349.9831252109348,Built Up area: 1350 (125.42 sq.m.),5,5,2,3.0,East,Undefined,,1350.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,269.99662504218696
3403,nitin vihar,house,sector 33,0.85,9444.0,900.0423549343499,Plot area 900(83.61 sq.m.),3,2,0,1.0,West,relatively new,,900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,300.01411831145
3404,sector 15 part 2 rwa,house,sector 15,10.0,22222.0,4500.045000450004,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,old property,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,900.0090000900009
3406,independent,house,sector 4,0.55,6813.0,807.2801996183766,Built Up area: 75,2,1,1,1.0,,moderately new,,75.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,403.6400998091883
3407,independent,house,sector 7,6.5,15046.0,4320.085072444504,Plot area 480(401.34 sq.m.),3,2,3+,,,old property,,4320.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440.0283574815012
3408,independent,house,sector 28,1.39,11583.0,1200.0345333678663,Plot area 540(50.17 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,1,3.0,North-East,old property,,1450.0,1200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,600.0172666839331
3409,independent,house,sector 12,0.7,6034.0,1160.092807424594,Plot area 1160(107.77 sq.m.),3,3,0,1.0,North-East,relatively new,,1160.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,14,386.69760247486465
3410,independent,house,sector 8,0.59,10085.0,585.0272682201289,Plot area 585(54.35 sq.m.),2,2,2,2.0,,moderately new,,585.0,,0,0,0,0,1,0,0,1,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,7,292.51363411006446
3411,independent,house,sector 53,4.0,17778.0,2249.971875351558,Plot area 250(209.03 sq.m.),5,5,2,3.0,,relatively new,,2250.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,449.9943750703116
3412,independent,house,sector 50,12.5,40611.0,3077.98379749329,Plot area 342(285.96 sq.m.),6,5,3,4.0,East,moderately new,,3078.0,,1,1,0,1,0,0,0,0,0,1,5,11,0,16,1,1,1,0,1,1,0,1,1,1,14,512.997299582215
3413,u block dlf phase 3 road no 21,house,sector 24,1.6,3292.0,4859.939250759366,Plot area 60(50.17 sq.m.),7,5,3+,4.0,,old property,,540.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.2770358227665
3414,dlf city plots phase 3,house,sector 24,1.6,3292.0,4860.103277194641,Plot area 540(50.17 sq.m.)Built Up area: 540 sq.ft. (50.17 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),8,5,3+,4.0,East,old property,,540.0,500.0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,607.5129096493301
3415,independent,house,sector 12,2.9,10740.0,2700.1862197392925,Plot area 2700(250.84 sq.m.),7,7,3,2.0,South-West,old property,,2700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,385.74088853418465
3417,independent,house,sector 39,1.7,17980.0,945.4949944382648,Plot area 900(83.61 sq.m.),2,2,3+,3.0,,moderately new,,,,1,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,38,472.7474972191324
3419,ss aaron ville,house,sector 49,6.75,19737.0,3419.972640218878,Plot area 380(317.73 sq.m.),5,4,2,2.0,North,old property,,3420.0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,683.9945280437756
3420,independent,house,sohna road road,5.5,5093.0,10799.136069114473,Plot area 1200(1003.35 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),3,3,3+,2.0,West,moderately new,,3500.0,,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,35,3599.7120230381574
3421,landmark house,house,sector 43,2.75,25463.0,1079.998429093194,Plot area 120(100.34 sq.m.),3,3,1,2.0,South-East,moderately new,,1080.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,359.99947636439805
3422,independent,house,sector 7,0.27,12000.0,225.0,Plot area 225(20.9 sq.m.),2,2,1,2.0,North-East,moderately new,,225.0,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,112.5
3423,independent,house,sector 3 phase 3 extension,0.7,7007.0,999.000999000999,Plot area 111(92.81 sq.m.),2,3,1,1.0,North,relatively new,,999.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,499.5004995004995
3425,independent,house,sector 26,8.1,35294.0,2295.0076500255,Plot area 255(213.21 sq.m.),5,5,2,4.0,East,old property,,2295.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,459.0015300051
3426,international city by sobha phase 2,house,sector 109,7.0,12963.0,5399.9845714726525,Plot area 600(501.68 sq.m.),4,4,3+,2.0,West,relatively new,,5400.0,,0,0,0,0,0,0,0,0,0,0,4,8,0,7,1,0,0,1,0,26,0,0,0,1,78,1349.9961428681631
3428,palam vihar extension west zone rwa,house,sector 2,0.65,5777.0,1125.1514626969015,Plot area 1125(104.52 sq.m.),2,2,1,1.0,North,moderately new,,1125.0,,0,0,1,0,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0,5,0,0,0,0,23,562.5757313484507
3429,independent,house,sector 17b,7.2,15926.0,4520.909205073464,Plot area 420,4,4,2,1.0,,old property,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130.227301268366
3430,independent,house,sector 12,1.5,11111.0,1350.013500135001,Plot area 150(125.42 sq.m.),5,5,2,3.0,,old property,,1350.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,270.00270002700023
3431,nirvana country,house,sector 50,10.0,14285.0,7000.350017500875,Built Up area: 7000 (650.32 sq.m.),5,7,2,4.0,East,moderately new,,7000.0,,1,0,0,0,0,0,0,5,0,1,7,12,0,5,0,0,1,4,1,5,0,1,1,2,0,1400.070003500175
3432,dlf city plots phase 2,house,sector 25,15.5,34307.0,4518.028390707435,Plot area 502(419.74 sq.m.),5,6,3+,3.0,East,moderately new,,4518.0,,1,1,1,1,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,106,903.605678141487
3435,dlf city plots phase 4,house,sector 28,9.54,29444.0,3240.0489063985865,Plot area 360(301.01 sq.m.),6,5,3+,3.0,North,new property,,3240.0,,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,115,540.0081510664311
3436,dlf city plots phase 2,house,sector 25,10.55,39074.0,2700.005118493116,Plot area 300(250.84 sq.m.),5,6,3+,3.0,East,moderately new,,2700.0,,1,1,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,5,0,0,0,0,100,540.0010236986232
3437,dlf city plots,house,sector 26,17.3,38734.0,4466.360303609232,Plot area 502(419.74 sq.m.),6,7,3+,3.0,North,new property,,,,1,1,1,1,0,0,0,0,0,1,6,8,0,0,1,0,1,0,0,0,0,0,0,1,102,744.393383934872
3439,independent,house,sector 26,18.9,41833.0,4517.964286568021,Plot area 502(419.74 sq.m.),6,8,2,3.0,North-East,relatively new,,4518.0,,1,1,1,1,0,0,0,7,0,1,8,7,0,8,1,0,1,0,0,30,0,1,0,1,91,752.9940477613368
3440,independent,house,sector 41,9.0,27778.0,3239.9740802073584,Plot area 360(301.01 sq.m.),8,5,3+,3.0,,old property,,3240.0,,1,1,1,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21,404.9967600259198
3442,independent,house,sector 40,2.15,23889.0,899.9958139729582,Plot area 100(83.61 sq.m.),3,3,3,3.0,,moderately new,,900.0,,0,1,1,1,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,2,0,0,0,0,31,299.9986046576527
3443,independent,house,sector 51,2.25,2778.0,8100.0,Plot area 100(83.61 sq.m.),6,3,3+,3.0,North-West,relatively new,,900.0,,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,7,0,0,0,0,54,1350.0
3444,experion windchants,house,sector 112,7.46,10260.0,7270.955165692007,Built Up area: 6350 (589.93 sq.m.),4,4,3+,2.0,East,relatively new,,6350.0,,1,1,0,0,0,0,0,0,0,1,5,7,0,0,0,0,1,0,0,0,0,0,0,1,45,1817.7387914230017
3447,nirvana cedar crest,house,sector 50,3.99,8866.0,4500.338371306113,Plot area 4500(418.06 sq.m.),4,5,3+,4.0,North-East,new property,,4500.0,,1,1,0,0,0,0,0,4,0,0,4,1,0,0,0,4,1,0,0,9,0,0,0,1,98,1125.0845928265283
3449,dlf city plots phase 2,house,sector 25,6.5,36111.0,1800.00553847858,Plot area 200(167.23 sq.m.),5,5,3+,3.0,East,old property,,1800.0,,1,1,1,1,0,0,0,0,0,1,6,5,0,12,1,0,0,0,0,30,0,1,1,1,105,360.00110769571603
3450,kothi,house,sector 17b,6.95,15444.0,4500.1295001295,Plot area 500(418.06 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),4,4,3+,2.0,,old property,,3500.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1125.032375032375
3451,international city by sobha phase 2,house,sector 109,7.0,11240.0,6227.758007117438,Plot area 692(578.6 sq.m.),5,5,3+,2.0,South,relatively new,,6228.0,,1,0,0,0,0,0,0,0,0,0,5,7,0,0,1,0,0,0,0,0,0,0,0,0,107,1245.5516014234877
3452,birla navya,house,sector 63a,3.85,15437.0,2494.0079030899788,Carpet area: 2494 (231.7 sq.m.),3,3,3+,4.0,,new property,,,2494.0,1,0,0,0,0,0,0,0,0,1,4,5,0,8,1,1,1,0,0,12,0,1,1,1,122,831.3359676966596
3453,vatika signature villas,house,sector 82,3.2,14351.0,2229.809769354052,Plot area 2160(200.67 sq.m.),3,4,3,1.0,,new property,,,,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,6,0,0,0,0,45,743.2699231180173
3454,malibu towne,house,sector 47,8.81,27191.0,3240.0426611746534,Plot area 360(301.01 sq.m.),8,6,3+,3.0,East,moderately new,,3240.0,,1,0,0,1,1,0,0,7,0,2,7,0,0,13,0,0,0,0,0,7,0,0,0,1,27,405.0053326468317
3455,independent,house,sector 55,1.45,26852.0,540.0014896592818,Plot area 60(5.57 sq.m.),4,4,3+,4.0,East,relatively new,,60.0,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,135.00037241482045
3456,independent,house,sector 26,8.9,32963.0,2699.996966295544,Plot area 300(250.84 sq.m.),4,4,3+,2.0,South-East,old property,,2700.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,60,674.999241573886
3459,vipul tatvam villa,house,sector 48,22.0,26667.0,8249.896876289047,Plot area 1000(836.13 sq.m.),5,6,3,3.0,,moderately new,,,,1,0,0,0,0,0,0,5,0,0,0,6,0,6,0,0,0,0,0,10,0,0,0,0,37,1649.9793752578094
3460,international city by sobha phase 2,house,sector 109,9.5,26389.0,3599.984842169086,Plot area 400(334.45 sq.m.),5,5,3+,2.0,South,relatively new,,3600.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,719.9969684338172
3461,vatika india next,house,sector 82,7.0,21605.0,3240.007405731213,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,relatively new,,3900.0,3743.0,1,0,0,0,0,1,1,4,1,1,5,8,1,8,1,1,1,0,1,7,3,1,1,2,83,810.0018514328033
3462,independent,house,sector 14,4.15,18444.0,2250.054218173932,Plot area 250(209.03 sq.m.),5,4,2,2.0,North-West,old property,,2250.0,,0,0,0,0,0,0,0,5,0,0,4,0,0,8,1,0,1,0,0,16,0,0,0,1,37,450.0108436347864
3463,independent,house,sector 23,2.9,11600.0,2500.0,Plot area 2500(232.26 sq.m.),4,4,3,2.0,,relatively new,,2500.0,,1,0,0,0,0,0,0,4,0,1,3,0,0,5,1,0,1,0,0,10,0,0,0,1,29,625.0
3464,emaar mgf marbella,house,sector 66,12.0,38095.0,3150.0196876230475,Plot area 350(292.64 sq.m.),5,6,3+,4.0,North-East,new property,,3150.0,,1,1,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,630.0039375246095
3465,tata primanti,house,sector 72,8.5,13492.0,6300.02964719834,Plot area 6300(585.29 sq.m.),5,6,3+,10.0,East,relatively new,,6300.0,,1,1,1,1,0,0,0,0,0,1,6,8,0,0,1,0,1,0,0,0,0,1,1,1,107,1260.005929439668
3466,independent,house,sector 41,11.0,33951.0,3239.963476775353,Plot area 360(301.01 sq.m.),4,4,2,3.0,East,new property,,3240.0,,1,1,0,1,0,0,0,5,0,0,4,0,0,9,0,0,0,0,0,12,0,0,0,0,21,809.9908691938382
3467,central park flower valley cerise floors,house,sector 33,1.35,11157.0,1210.002688894864,Built Up area: 1210 (112.41 sq.m.),2,2,2,4.0,East,new property,,1210.0,,0,0,0,1,0,1,0,0,1,1,0,3,0,3,0,0,1,0,1,3,0,0,0,2,85,605.001344447432
3468,independent,house,sector 4,1.9,8444.0,2250.1184272856467,Plot area 250(209.03 sq.m.)Carpet area: 190 sq.yards (158.86 sq.m.),4,3,2,2.0,North-East,moderately new,,,190.0,0,1,1,0,0,0,0,3,0,1,0,0,0,4,1,0,1,0,0,4,0,0,1,1,46,562.5296068214117
3469,independent,house,sector 56,3.25,21495.0,1511.9795301232846,Plot area 168(140.47 sq.m.),5,6,3+,4.0,East,relatively new,,1512.0,,0,1,0,0,1,0,0,7,0,0,0,0,0,3,1,0,1,0,0,8,0,0,0,1,27,302.39590602465694
3470,dlf city plots,house,sector 26,19.0,42054.0,4518.000665810624,Plot area 502(419.74 sq.m.),6,6,3,2.0,East,relatively new,,4518.0,,1,0,0,1,0,0,0,4,0,1,6,0,0,10,1,0,1,0,0,22,0,1,0,1,90,753.0001109684373
3471,independent,house,sector 25,7.3,1560.0,46794.8717948718,Plot area 215(179.77 sq.m.)Built Up area: 5800 sq.yards (4849.54 sq.m.)Carpet area: 5200 sq.yards (4347.86 sq.m.),9,9,2,3.0,North-West,relatively new,,5800.0,5200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,1,0,0,28,0,0,0,1,89,5199.4301994301995
3472,independent,house,sector 55,5.6,20741.0,2699.966250421869,Plot area 300(250.84 sq.m.),6,4,3,3.0,East,old property,,2700.0,,1,0,0,0,0,0,0,5,1,1,4,4,0,10,0,0,0,0,0,12,0,0,0,1,27,449.9943750703115
3473,independent,house,sector 43,2.55,13178.0,1935.0432539080289,Built Up area: 215 (179.77 sq.m.),3,3,2,3.0,,relatively new,,215.0,,0,0,0,0,0,0,0,5,0,1,3,3,0,5,1,0,1,0,0,10,0,1,1,1,55,645.014417969343
3474,independent,house,sector 23,2.4,12000.0,2000.0,Plot area 2000(185.81 sq.m.),3,3,2,2.0,North-East,moderately new,,2000.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,666.6666666666666
3475,vipul tatvam villa,house,sector 48,18.5,26428.0,7000.151354623884,Plot area 7000(650.32 sq.m.),4,4,1,1.0,,moderately new,,7000.0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,21,1750.037838655971
3477,independent,house,sector 10a,1.7,18888.0,900.0423549343499,Plot area 900(83.61 sq.m.),2,1,2,2.0,East,old property,,900.0,,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,450.02117746717494
3478,eros rosewood city,house,sector 49,1.6,3498.0,4574.187605222197,Plot area 60(50.17 sq.m.),4,4,3,4.0,East,new property,,,,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,22,1143.5469013055492
3479,satya the hermitage,house,sector 103,4.35,13501.0,3221.983556773572,Plot area 358(299.33 sq.m.),4,4,3+,2.0,North,relatively new,,3222.0,,1,1,1,1,0,0,0,3,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,107,805.495889193393
3480,vatika india next,house,sector 82,6.8,20988.0,3239.946636173051,Plot area 360(301.01 sq.m.),4,4,3+,3.0,North-East,relatively new,,3240.0,,1,0,0,0,0,1,1,4,1,1,5,8,1,5,1,1,1,5,1,5,3,1,1,2,81,809.9866590432628
3482,independent,house,sector 55,4.6,21296.0,2160.030052592036,Plot area 240(200.67 sq.m.),3,3,3+,2.0,North,old property,,2160.0,,1,1,1,0,0,0,0,3,1,1,4,4,0,8,1,0,1,0,0,12,0,0,0,1,23,720.0100175306787
3483,emaar emerald hills,house,sector 65,12.5,34722.0,3600.023040147457,Plot area 400(334.45 sq.m.),4,4,3+,2.0,East,relatively new,,3600.0,,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,47,900.0057600368642
3484,ansal api spanish court,house,sector 2,2.9,18626.0,1556.9633845162675,Plot area 173(144.65 sq.m.)Built Up area: 1415 sq.yards (1183.12 sq.m.)Carpet area: 1350 sq.yards (1128.77 sq.m.),4,4,3,2.0,North,relatively new,,1415.0,1350.0,0,0,1,0,0,0,0,4,0,0,2,0,0,10,1,1,1,0,0,9,0,0,0,1,44,389.2408461290669
3485,independent,house,sector 43,27.5,24366.0,11286.218501190184,Plot area 1254(1048.5 sq.m.),6,7,3+,3.0,North-East,relatively new,,11286.0,,1,1,0,1,1,0,0,10,1,2,7,7,0,6,1,1,1,0,0,22,0,1,1,1,28,1881.0364168650306
3486,independent,house,sector 27,8.0,26298.0,3042.05643014678,Plot area 338(282.61 sq.m.),9,9,3,4.0,North-East,relatively new,,3042.0,,1,1,1,1,0,1,1,9,1,1,9,9,1,9,1,1,1,9,1,9,0,1,1,2,81,338.00627001630886
3488,independent,house,sector 57,8.31,24171.0,3438.0042199329773,Plot area 382(319.4 sq.m.),5,6,3+,4.0,North-East,old property,,3438.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,687.6008439865955
3489,independent,house,sector 57,6.21,23000.0,2700.0,Plot area 300(250.84 sq.m.),6,6,3+,4.0,North-East,old property,,2700.0,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,450.0
3490,independent,house,sector 45,7.35,29697.0,2474.997474492373,Plot area 275(229.94 sq.m.),6,4,3+,3.0,North-East,old property,,2475.0,,1,1,1,1,0,0,0,8,0,0,0,0,0,9,1,1,1,0,0,9,0,0,0,1,47,412.49957908206216
3491,dlf city plots phase 2,house,sector 25,4.5,33333.0,1350.013500135001,Plot area 150(125.42 sq.m.),5,3,2,3.0,,old property,,1350.0,,0,1,1,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,0,0,0,0,20,270.00270002700023
3492,independent,house,sector 25,6.5,36111.0,1800.00553847858,Plot area 200(167.23 sq.m.),4,3,3,3.0,,moderately new,,1800.0,,0,1,0,1,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,10,0,0,0,0,14,450.001384619645
3493,4s aradhya homes,house,sector 67a,1.83,6778.0,2699.9114783121863,Plot area 300(250.84 sq.m.),4,4,2,4.0,East,new property,,2700.0,,0,1,0,0,0,0,0,3,1,1,0,5,0,6,0,0,1,0,0,8,0,1,0,1,107,674.9778695780466
3494,vipul tatvam villa,house,sector 48,7.35,22812.0,3221.9884271436085,Plot area 358(299.33 sq.m.),4,5,2,2.0,South,moderately new,,3222.0,,1,1,1,1,0,0,0,4,0,1,0,6,0,6,1,0,1,0,0,14,0,0,0,1,113,805.4971067859021
3495,dlf city plots phase 2,house,sector 25,10.5,29022.0,3618.000413485762,Plot area 402(37.35 sq.m.),4,4,2,2.0,East,old property,,402.0,,1,1,0,0,0,0,0,4,0,1,4,0,0,7,1,0,1,0,0,22,0,0,0,1,77,904.5001033714404
3496,eros rosewood villas,house,sector 49,2.75,19841.0,1386.0033264079834,Plot area 154(14.31 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,1,2.0,North-West,old property,,,1650.0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,1,0,1,0,0,10,0,0,0,1,75,462.0011088026611
3498,dlf city plots phase 2,house,sector 25,7.5,31686.0,2366.9759515243327,Plot area 215(179.77 sq.m.),9,9,3+,4.0,West,relatively new,,,,1,1,0,1,0,0,0,4,0,1,5,10,0,20,1,0,1,0,0,50,0,1,0,1,122,262.99732794714805
3499,ireo victory valley,house,sector 67,8.0,22222.0,3600.0360003600035,Plot area 400(334.45 sq.m.),6,7,3+,51.0,North-East,moderately new,,3600.0,,1,1,0,1,0,0,0,24,0,1,10,9,0,15,1,0,1,0,0,36,0,1,0,1,35,600.0060000600006
3500,independent,house,sector 46,5.5,23061.0,2384.97896882182,Plot area 265(221.57 sq.m.),8,8,3+,3.0,,moderately new,,2385.0,,0,0,0,1,1,0,0,5,0,2,5,0,0,11,1,0,1,0,0,4,0,0,0,1,27,298.1223711027275
3501,independent,house,sector 25,4.35,32222.0,1350.0093104090372,Plot area 150(125.42 sq.m.),5,4,3,3.0,North,old property,,1350.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,270.0018620818074
3502,ansals palam vihar,house,sector 2,2.75,17662.0,1557.0150605820406,Plot area 173(144.65 sq.m.),3,3,3,2.0,,moderately new,,1557.0,,0,1,0,1,0,0,0,0,0,1,5,1,0,5,1,1,1,0,0,1,1,0,0,1,6,519.0050201940136
3503,dlf city plots,house,sector 26,18.0,39841.0,4517.9588865741325,Plot area 502(419.74 sq.m.),6,6,2,3.0,North,old property,,4518.0,,1,1,0,0,1,0,0,22,0,1,6,7,0,8,1,0,1,0,0,28,0,1,0,1,35,752.9931477623554
